bulletin,description,act_type_n1,grupo_muestreo
doe,"Anuncio de 19 de septiembre de 2024 por el que se pone a disposición del público la información relativa al procedimiento de solicitud de autorización ambiental unificada del proyecto de planta de almacenamiento de residuos no peligrosos, promovido por Ecorecicat Extremadura, SL, en el término municipal de Cáceres.",anuncio,AAU
bon,"RESOLUCIÓN 565E/2024, de 24 de diciembre, del director del Servicio de Economía Circular e Innovación por la que se concede autorización ambiental unificada a la instalación de planta de reciclado y valorización de materiales compuestos procedentes del sector eólico, cuyo titular es Acciona Global Renewables, SL, ubicada en término municipal de Lumbier.",resolución,AAU
doe,"Anuncio de 31 de enero de 2025 por el que se pone a disposición del público la información relativa al procedimiento de solicitud de autorización ambiental unificada del proyecto de cebadero de terneros, promovido por Fregenal Ganaderos de la Sierra, SCL, en el término municipal de Fregenal de la Sierra (Badajoz).",anuncio,AAU
boja,"Resolución de 17 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad al Informe Vinculante, de fecha 13 de febrero de 2025, por la que se otorga autorización ambiental unificada al proyecto que se cita, en el término municipal de Alcalá de Guadaíra, en la provincia de Sevilla. (PP. 356/2025).",resolución,AAU
boja,"Acuerdo de 16 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Málaga, por el que se da publicidad a la autorización ambiental unificada, en el término municipal de Casares (Málaga). (PP. 136/2025).",acuerdo,AAU
bon,"RESOLUCIÓN 550E/2024, de 16 de diciembre, del director del Servicio de Economía Circular e Innovación por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental unificada de la instalación de fabricación y transformación de cartón ondulado, cuyo titular es Papelera del Ebro, SA, ubicada en término municipal de Viana, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",resolución,AAU
boja,"Acuerdo de 19 de diciembre de 2024, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Málaga, por el que se abre un periodo de información pública sobre el expediente de autorización ambiental unificada para el proyecto que se cita, en los términos municipales de Cártama y Pizarra.",acuerdo,AAU
boja,"Resolución de 10 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad a la resolución de autorización ambiental unificada para el proyecto que se cita, en el término municipal de El Pedroso, provincia de Sevilla. (PP. 535/2025).",resolución,AAU
doe,"Resolución de 11 de enero de 2025, de la Dirección General de Sostenibilidad, por la que se otorga autorización ambiental unificada al proyecto de planta de gestión de residuos inertes, cuya promotora es Crisbaex, SL, en el término municipal de Cáceres (Cáceres).",resolución,AAU
doe,"Anuncio de 2 de febrero de 2025 por el que se pone a disposición del público la información relativa al procedimiento de solicitud de autorización ambiental unificada del proyecto de ampliación de nave para traslado de aserradero, promovido por Ecopinex Gestión Forestal Aserradero, SL, en el término municipal de Jerez de los Caballeros.",anuncio,AAU
doe,"Anuncio de 27 de octubre de 2024 por el que se pone a disposición del público la información relativa al procedimiento de solicitud de autorización ambiental unificada del proyecto de instalación destinada a la producción de carbón vegetal, promovido por Francisco Manuel Vega Conejo, en Zahínos (Badajoz).",anuncio,AAU
boja,"Resolución de 5 de febrero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Sevilla, por la que se da publicidad a la resolución de autorización ambiental unificada para el proyecto que se cita, en el término municipal de Écija, provincia de Sevilla. (PP. 275/2025).",resolución,AAU
boja,"Resolución de 9 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en el término municipal de Puerto Real, en la provincia de Cádiz. (PP. 50/2025).",resolución,AAU
boja,"Resolución de 14 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en el término municipal de Puerto Real, en la provincia de Cádiz. (PP. 100/2025).",resolución,AAU
boja,"Resolución 27 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en el término municipal de Puerto Real, en la provincia de Cádiz. (PP. 207/2025).",resolución,AAU
boja,"Acuerdo de 3 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Málaga, por el que se abre un periodo de información pública sobre el expediente de autorización ambiental unificada para el proyecto que se cita, en el término municipal de Carratraca (Málaga). (PP. 485/2025).",acuerdo,AAU
bon,INFORMACIÓN PÚBLICA. Expediente de modificación sustancial de autorización ambiental unificada promovido por Manipulados Ulzama SL.,información_pública,AAU
boja,"Acuerdo de 27 de noviembre de 2024, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Granada, por el que se hace pública resolución de modificación de informe vinculante por el que se otorga la autorización ambiental unificada de plantas solares fotovoltaicas e infraestructuras de evacuación en los términos municipales de Cacín, El Turro, Alhama de Granada, Chimeneas, Moraleda de Zafayona, Pinos Puente, Íllora y Atarfe (Granada). (PP. 10163/2024).",acuerdo,AAU
boja,"Resolución 24 de enero de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en los términos municipales de El Puerto de Santa María, Jerez de la Frontera y Sanlúcar de Barrameda, en la provincia de Cádiz.",resolución,AAU
boja,"Resolución de 4 de marzo de 2025, de la Delegación Territorial de Sostenibilidad, Medio Ambiente y Economía Azul en Cádiz, por la que se da publicidad al informe vinculante de la autorización ambiental unificada para el proyecto que se cita, en el término municipal de El Puerto de Santa María, en la provincia de Cádiz. (PP. 471/2025).",resolución,AAU
madridambiental,"RESOLUCIÓN DE 22 DE ENERO DE 2025, DE LA DIRECTORA GENERAL DE TRANSICIÓN ENERGÉTICA Y ECONOMÍA CIRCULAR DE LA CONSEJERÍA DE MEDIO AMBIENTE, AGRICULTURA E INTERIOR POR LA QUE SE ACUERDA HACER PÚBLICO EL INFORME DE IMPACTO AMBIENTAL DEL PROYECTO DE ""MODIFICACIÓN DE LA INSTALACIÓN DE TRATAMIENTO, VALORIZACIÓN Y ELIMINACIÓN EN VERTEDERO DE RESIDUOS NO PELIGROSOS"", PROMOVIDO POR TRADEBE VALDILECHA, S. L., SITO EN CARRETERA M-224 DE VALDILECHA A POZUELO DEL REY, PK 8,25 EN EL TÉRMINO MUNICIPAL DE VALDILECHA (EXPEDIENTE: 10-IPPC-00066.1/2022; AAI-5.009).",resolución,IIA
bocyl,"RESOLUCIÓN de 19 de diciembre de 2024, de la Delegación Territorial de Soria, por la que se dicta el informe de impacto ambiental del proyecto de explotación gravera «Los Bañuelos» n.º 424, en el término municipal de Caltojar (Soria), promovido por el Ayuntamiento. Expte.: 020/24 EIA - EIAS/2024/SO/007.",resolución,IIA
boa,"RESOLUCIÓN de 20 de diciembre de 2024, del Instituto Aragonés de Gestión Ambiental, por la que se decide no someter al procedimiento de evaluación de impacto ambiental ordinaria y se emite informe de impacto ambiental del proyecto de planta de reciclaje de paneles fotovoltaicos de silicio cristalino promovido por Centro Europeo de Reciclaje Fotovoltaico SL (CERFO), en el polígono industrial San Cristóbal, parcelas 15, 16 y 19, del término de Albalate del Arzobispo, Teruel. (Número de Expediente: INAGA 500301/01/2024/2814).",resolución,IIA
docm,"Resolución de 03/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Albacete, por la que se formula el informe de impacto ambiental del proyecto: Proyecto de urbanización del Programa de Actuación Urbanizadora sector S-1-A del AR-A de la Modificación Puntual número 4 de las Normas Subsidiarias de Alpera (expediente PRO-AB-23-1593), situado en el término municipal de Alpera (Albacete), cuya promotora es Sociedad Cooperativa Santa Cruz de Alpera.",resolución,IIA
bocyl,"RESOLUCIÓN de 15 de enero de 2025, de la Delegación Territorial de Valladolid, por la que se hace público el informe de impacto ambiental del proyecto de la instalación solar fotovoltaica «Zaratán III» y sus infraestructuras de evacuación, en los términos municipales de Zaratán y Valladolid, promovido por «Moralina Investments, S.L.U.». Expte.: EIA/VA/2024/07.",resolución,IIA
dogc,"Resolución TER/732/2025, de 27 de febrero, por la que se hace público el Acuerdo de informe de impacto ambiental del Proyecto de una actividad de deposición controlada de residuos no peligrosos, en el término municipal de Vacarisses (exp. CONSB23004)",resolución,IIA
bopv,"RESOLUCIÓN de 23 de enero de 2025, del Director de Administración Ambiental, por la que se formula el informe de impacto ambiental del Proyecto Técnico Administrativo FV Igebelar Solar de 3,614 MWp, promovido por Ventaja Solar 8, S.L.

				
2025/00660",resolución,IIA
dogc,"Resolución TER/922/2025, de 12 de marzo, de informe de impacto ambiental del Proyecto de roturación de los terrenos forestales ubicados en el polígono 16, parcela 109, y en el polígono 9, parcelas 182 y 185, partidas Masadetes y Collet, del término municipal de Batea, tramitado por la Sección de Bosques y Recursos Forestales (exp. OTAATE20240293)",resolución,IIA
doe,"Resolución de 10 de marzo de 2025, de la Dirección General de Sostenibilidad, por la que se formula informe de impacto ambiental del proyecto de construcción de un sondeo para el aprovechamiento de aguas subterráneas"", en el término municipal de Garrovillas de Alconétar (Cáceres) y promovido por la Junta de Extremadura. Expte.: IA24/1236.",resolución,IIA
dogv,"RESOLUCIÓN de 10 de octubre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula informe de impacto ambiental del proyecto de reprofundización de captación de aguas subterráneas mediante sondeo en el polígono 1, parcela 31, partida Rincón la Mola del término municipal de Montesa (València). Expediente: (3610943) 227/2024/AIA.",resolución,IIA
bon,"RESOLUCIÓN 1391E/2024, de 19 de diciembre, de la directora general de Medio Ambiente por la que se formula informe de impacto ambiental del proyecto de planta solar fotovoltaica de autoconsumo, promovido por Sofidel Spain SLU en el municipio de Buñuel, incluida su infraestructura de evacuación, que afectaría a ese mismo municipio.",resolución,IIA
borm,"Anuncio de la Resolución de la Secretaría General de Medio Ambiente, Universidades, Investigación y Mar Menor por la que se emite Informe de Impacto Ambiental AAS20240021 sobre centro de transferencia de residuos peligrosos y no peligrosos sito en c/ Castillo de la Concepción, 6. P.I. Base 2000 t.m. de Lorquí, a solicitud de Ecomur Reciclajes, S.L.",anuncio,IIA
dogv,"RESOLUCIÓN de 11 de julio de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas, parcela 53 del polígono 13 de la partida Casa Nova en el término municipal de Font de la Figuera. Expediente: (3383470) 066/2024/AIA.",resolución,IIA
madridambiental,"RESOLUCIÓN DE 17 DE ENERO DE 2025, DE LA DIRECTORA GENERAL DE TRANSICIÓN ENERGÉTICA Y ECONOMÍA CIRCULAR DE LA CONSEJERÍA DE MEDIO AMBIENTE, AGRICULTURA E INTERIOR, POR LA QUE SE ACUERDA HACER PÚBLICO EL INFORME DE IMPACTO AMBIENTAL DEL PROYECTO DE «PLANTA SOLAR FOTOVOLTAICA ""MARINAS"" Y SU INFRAESTRUCTURA DE EVACUACIÓN», EN EL TÉRMINO MUNICIPAL DE NAVALCARNERO, PROMOVIDO POR BERGANTINES SOLAR 3, S. L. (EXPEDIENTE: 26-EIA-00140.5/2024).",resolución,IIA
boa,"RESOLUCIÓN de 17 de octubre de 2024, del Instituto Aragonés de Gestión Ambiental, por la que se adopta la decisión de no someter al procedimiento de evaluación de impacto ambiental ordinaria y se emite el informe de impacto ambiental del proyecto de adecuación al Real Decreto 1432/2008, de 29 de agosto, según la Orden AGM/920/2022, de 6 de junio, de la línea eléctrica aérea de media tensión a 10 kV ""Circu2_CT1"" a Foz de Calanda, en los términos municipales de Calanda y Foz de Calanda (Teruel), promovido y solicitado por Edistribución Redes Digitales, SLU.  (Número de Expediente: INAGA 500201/01B/2023/05779).",resolución,IIA
dogv,"RESOLUCIÓN de 9 de agosto de 2024, de la DireccióN General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula informe de impacto ambiental del proyecto de reprofundización de sondeo para investigación de aguas subterráneas en la parcela 713 del polígono 1, partida Cumbre, al término municipal de Aras de los Olmos (Valencia). Expediente: (3525678) 164/2024/AIA.",resolución,IIA
dogv,"RESOLUCIÓN de 17 de febrero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas, parcela 11, polígono 1, del término municipal de Chulilla. Expediente: (3633273) 311/2024/AIA.",resolución,IIA
bocm,"Informe impacto ambiental
– Resolución de 22 de enero de 2025, de la Directora General de Transición Energética y Economía Circular de la Consejería de Medio Ambiente, Agricultura e Interior por la que se acuerda hacer público el Informe de Impacto Ambiental del proyecto de “modificación de la instalación de tratamiento, valorización y eliminación en vertedero de residuos no peligrosos”, promovido por Tradebe Valdilecha, S. L., sito en Carretera M-224 de Valdilecha a Pozuelo del Rey, PK 8,25 en el término municipal de Valdilecha (Expediente: 10-IPPC-00066.1/2022)",resolución,IIA
docm,"Resolución de 27/12/2024, de la Delegación Provincial de Desarrollo Sostenible de Albacete, por la que se formula el informe de impacto ambiental del proyecto: LMT 20 kV D/C desde ST Romica hasta centro de reparto sector 11 y nuevo CR Camino Almansa-Albacete (expediente industria 02211003183) (expediente PRO-AB-24-1656), situado en el término municipal de Albacete (Albacete), cuya promotora es I-DE Redes Eléctricas Inteligentes, SAU.",resolución,IIA
docm,"Resolución de 13/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se formula el informe de impacto ambiental del proyecto: Concesión de aguas para riego de 177,17 ha y abastecimiento, en la finca La Nava y Santo Tomé, en el término municipal de Los Yébenes y Marjaliza (Toledo) (expediente PRO-TO-21-2972), cuya promotora es Agronava 85 SL.",resolución,IIA
bopa,"Resolución de 9 de enero de 2025, de la Consejería de Transición Ecológica, Industria y Desarrollo Económico, por la que se formula el informe de impacto ambiental del proyecto “Área de autocaravanas en tránsito, categoría superior en avenida Raíces, polígono 12, parcela 42, en Salinas (Castrillón) (IA-IA-0089/2024//AUTO/2024/7855). [Cód. 2025-00211]",resolución,IIA
bocyl,"RESOLUCIÓN de 28 de enero de 2025, de la Delegación Territorial de Valladolid, por la que se hace público el informe de impacto ambiental del proyecto de ejecución de ampliación de una explotación porcina de cebo de 1.500 a 3.079 plazas, ubicada en la parcela 45 del polígono 7, en el término municipal de San Pedro de Latarce (Valladolid). Expte.: VA-EIA-2023-09.",resolución,IIA
boib,"Resolución de la directora general de Armonización Urbanística y Evaluación Ambiental por la que se formula el informe de impacto ambiental sobre el Proyecto de labores subterráneas de captación de aguas, uso doméstico, ubicado en el polígono 1, parcela 502, del T.M. de St. Joan de Labritja (Exp. 103a/2024)",resolución,IIA
bon,"RESOLUCIÓN 1192E/2024, de 26 de noviembre, de la directora general de Medio Ambiente, por la que se formula informe de impacto ambiental del proyecto de planta solar fotovoltaica Cabezo Royo, promovido por Sociedad de Explotación Fotovoltaica Berlín SL en el municipio de Murchante, incluida su infraestructura de evacuación, que afectaría al municipio de Tudela además de al anterior.",resolución,IIA
docm,"Resolución de 12/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Toledo, por la que se acuerda la prórroga de vigencia del informe de impacto ambiental enunciado en la Resolución de 24/11/2020, por la que se formula informe de impacto ambiental del proyecto: Camping en Cervera de los Montes (expediente PRO-TO-19-2518), situado en el término municipal de Cervera de los Montes (Toledo), cuya promotora es Maimud Eventos, SL.",resolución,IIA
docm,"Resolución de 10/02/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por la que se formula informe de impacto ambiental del proyecto: Transformación en regadío para riego de leñosos en ZEPA (expediente: PRO-CR-19-1334), ubicado en el término municipal de Campo de Criptana (Ciudad Real), cuyo promotor es don Ramón Rodríguez Torres.",resolución,IIA
bocyl,"RESOLUCIÓN de 11 de febrero de 2025, de la Delegación Territorial de Ávila, por la que se dicta informe de impacto ambiental del proyecto de sondeo para abastecimiento de agua en la parcela 67 del polígono 16, en el término municipal de Arenas de San Pedro (Ávila), promovido por «Quantum Markethink, S.L.». Expte.: E.I.A.S/2024/AV/023.",resolución,IIA
dogv,"RESOLUCIÓN de 20 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula el informe de impacto ambiental del proyecto de sondeo para captación de aguas subterráneas en la parcela 68, polígono 10, del término municipal de Polop (Alicante). Expediente: (3635047) 302/2024/AIA.",resolución,IIA
dogv,"RESOLUCIÓN de 9 de agosto de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula informe de impacto ambiental del Proyecto de planta industrial de producción de diésel a partir de residuos plásticos por pirólisis en parcela G de la isla 2, PI del sector SI-1 Plan de Carrases 1, del término municipal de Llíria (València). Expediente: (3427458) 153/2024/AIA.",resolución,IIA
docm,"Resolución de 11/03/2025, de la Delegación Provincial de Desarrollo Sostenible de Ciudad Real, por la que se formula informe de impacto ambiental del proyecto: Transformación en regadío para riego de viñedo en espaldera en ZEPA (expediente: PRO-CR-19-1303), ubicado en el término municipal de Villanueva de los Infantes (Ciudad Real).",resolución,IIA
dogv,"CORRECCIÓN DE ERRORES de la Resolución de 26 de agosto de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto de instalación solar fotovoltaica y su infraestructura de evacuación en el término municipal de Albaida. Expediente: (2940866) 232/2022/AIA.",corrección_errores,IIA
bopv,"RESOLUCIÓN de 14 de enero de 2025, del Director de Administración Ambiental, por la que se formula el informe de impacto ambiental del proyecto de urbanización en el ámbito 5.3.13 Korrokoitz, en Irun (Gipuzkoa), promovido por Construcciones Sukia Eraikuntzak, S.L.

				
2025/00449",resolución,IIA
dogc,"Resolución TER/761/2025, de 4 de marzo, de informe de impacto ambiental del Proyecto en suelo no urbanizable para el arreglo del camino de El Molar, en el término municipal de Montseny, promovido y tramitado por el Ayuntamiento de Montseny (exp. OTAABA20240232)",resolución,IIA
boa,"RESOLUCIÓN de 21 de noviembre de 2024, del Instituto Aragonés de Gestión Ambiental, por la que se adopta la decisión de no someter al procedimiento de evaluación de impacto ambiental ordinaria y se emite el informe de impacto ambiental del proyecto de modificación de captación manantial ""Regajo del Peral"", para incorporar abastecimiento a población en el término municipal de Manzanera (Teruel), promovido por el Ayuntamiento de Manzanera. (Número de Expediente: INAGA 500201/01B/2023/08744).",resolución,IIA
dogv,"RESOLUCIÓN de 11 de julio de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la que se formula informe de impacto ambiental del proyecto de modificación sustancial de la autorización ambiental integrada 671/AAI/CV para fabricación y comercialización de productos de la industria química en la parcela O-MC6 del polígono industrial Camino el Mar II del término municipal de Sagunto. Expediente: (2796781) 128/2024/AIA.",resolución,IIA
bocyl,"RESOLUCIÓN de 5 de marzo de 2025, de la Delegación Territorial de Valladolid, por la que se hace público el informe de impacto ambiental del proyecto de instalación solar fotovoltaica «Pisuerga», en el término municipal de Tudela de Duero (Valladolid), promovido por «R.S. Iberia 14, S.L.». Expte.: EIA/VA/2024/11.",resolución,IIA
docm,"Resolución de 24/01/2025, de la Delegación Provincial de Desarrollo Sostenible de Albacete, por la que se formula el informe de impacto ambiental del proyecto: Construcción de bodega de elaboración, crianza y embotellado de vino en finca agrícola El Relumblar término municipal de Alpera (expediente PRO-AB-24-1641), situado en el término municipal de Alpera (Albacete), cuya promotora es Finca Agrícola El Relumblar SL.",resolución,IIA
boib,"Resolución de la directora general de Armonización Urbanística y Evaluación Ambiental por la cual se formula el informe de impacto ambiental del Proyecto de una captación de aguas subterráneas (sondeo), en la finca «Son Frare», polígono 7, parcela 233 en el T.M. de Petra. (Exp. 87a/2024)",resolución,IIA
dogv,"RESOLUCIÓN de 29 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula un informe de impacto ambiental del Proyecto de sondeo para captación de aguas subterráneas, parcela 125 del polígono 7 del término municipal de Torremanzanas (Alicante). Expediente: (3511113) 202/2024/AIA.",resolución,IIA
borm,"Anuncio de la Resolución de 17 de febrero de 2025 de la Dirección General de Medio Ambiente por la que se formula informe de impacto ambiental del proyecto de construcción de un depósito de almacenamiento de residuos inertes procedentes de planta de elaboración de rocas ornamentales, en el término municipal de Caravaca de la Cruz (EIA20190023).",anuncio,IIA
borm,"Anuncio de información pública conjunta relativo al Proyecto y Estudio de Impacto Ambiental para la ampliación de una explotación avícola hasta 83.000 broilers, ubicada en diputación La Tova, del término municipal de Lorca, sometida a Autorización Ambiental Integrada (Exp. órgano sustantivo 01/24-EAO-AV) a solicitud de NIF B30457139.",anuncio,AAI
docm,"Resolución de 05/02/2025, de la Dirección General de Calidad Ambiental, por la que se considera no sustancial a efectos de lo previsto en el texto refundido de la Ley de Prevención y Control Integrados de la Contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre, la modificación propuesta por la empresa Holcim España, SA, en la instalación de fabricación de producción de cemento, en el término municipal de Villaluenga de la Sagra (Toledo) y se modifica la Resolución de 13/02/2019, por la que se revisa la autorización ambiental integrada otorgada para dicha instalación (expediente: AAI-TO-031).",resolución,AAI
boib,"Resolución de la directora general de Armonización Urbanística y Evaluación Ambiental relativa a la revisión de la Autorización Ambiental Integrada de la CT de Maó consistente en la corrección de los controles para las emisiones de SO2 de las turbinas TG1, TG3, TG4 y TG5 (Exp. IPPC M03-2025)",resolución,AAI
boa,"RESOLUCIÓN de 15 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la de 10 de julio de 2015, del Instituto Aragonés de Gestión Ambiental, por la que se otorgó la Autorización Ambiental Integrada para una explotación porcina de producción con capacidad para 5.128 cerdas reproductoras con sus lechones hasta 6 kg, 260 cerdas de reposición y 16 verracos, equivalente a 1.324 UGM, ampliada a la instalación de una planta de tratamiento de purín, ubicada en el polígono 516, parcelas 26, 27 y 65, del término municipal de Ejea de los Caballeros (Zaragoza), y promovida por Arza Sadabense, SL.  (Número de Expediente: INAGA 500305/02/2024/11417).",resolución,AAI
boa,"RESOLUCIÓN de 28 de junio de 2024, del Instituto Aragonés de Gestión Ambiental, por la que modifica puntualmente la Resolución de 27 de diciembre de 2005, del Instituto Aragonés de Gestión Ambiental, por la que se otorga la Autorización Ambiental Integrada para una explotación porcina existente con capacidad para 1.000 cerdas en producción de lechones hasta 18 Kg. y 200 cerdas de reposición en el término municipal de Villanueva de Gállego (Zaragoza), promovida por la Sociedad Transportes Pedro y Javier, SL. (Número de Expediente INAGA 500305/02/2024/06217).",resolución,AAI
boa,"RESOLUCIÓN de 12 de febrero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la de 13 de diciembre de 2017, en la que se formuló declaración de impacto ambiental y se otorgó la Autorización Ambiental Integrada para la ampliación de una explotación porcina de producción de lechones con capacidad de 2.500 plazas de reproductoras con lechones hasta 6 kg, 240 plazas de reposición y 10 verracos (661,60 UGM), situada en las parcelas 24 y 545, del polígono 5, en el municipio de Tauste (Zaragoza), y promovida por Alemi Agrícola, SL (Número de Expediente INAGA 500305/02/2024/11095).",resolución,AAI
docm,"Resolución de 07/03/2025, de la Dirección General de Calidad Ambiental, por la que se extingue la autorización ambiental integrada otorgada mediante Resolución de 15/12/2006 de la entonces Dirección General de Evaluación Ambiental para una planta de fabricación de biodiésel ubicada en el término municipal de Los Yébenes (Toledo), titularidad de la empresa Beta Renowable Group SA (número de expediente AAI-TO-039).",resolución,AAI
boa,"RESOLUCIÓN de 15 de enero de 2025, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la de 28 de junio de 2024, en la que se modificó sustancialmente la Autorización Ambiental Integrada por el cambio de orientación productiva de una explotación porcina de producción de lechones a una de multiplicación con una capacidad de 2.699 cerdas con sus lechones de 20 Kg, 5 verracos y 376 plazas de reposición, equivalente a 863,84 UGM, en polígono 11, parcelas 17, 27 y 28 (polígono 501, parcela 1901, tras concentración parcelaria), del término municipal de Argente (Teruel), promovida por Explotaciones Ganadera Estiche SL.  (Número de Expediente: INAGA 500305/02/2024/11415).",resolución,AAI
bopa,"Anuncio por el que se hace pública la Resolución de la Consejería de Transición Ecológica, Industria y Comercio, de otorgamiento de la autorización ambiental integrada simplificada a la instalación de “fabricación de hormigones frescos” del titular Cementos Secil, S. L. U., ubicada en polígono industrial La Curiscada (Tineo). Expte. AAIS-042/24 (AUTO/2024/7375). [Cód. 2025-02278]",anuncio,AAI
bon,"RESOLUCIÓN 533E/2024, de 5 de diciembre, del director del Servicio de Economía Circular e Innovación, por la que se acepta parcialmente el cambio solicitado de las condiciones de funcionamiento establecidas en la autorización ambiental integrada de la instalación de deshidratación de alfalfa, cuyo titular es Navarro Aragonesa de Forrajes SA, ubicada en término municipal de Peralta / Azkoien, de forma que la instalación y el desarrollo de la actividad deberán cumplir las condiciones establecidas en el anejo de la presente resolución.",resolución,AAI
bon,INFORMACIÓN PÚBLICA. Expediente de concesión de autorización ambiental integrada promovido por INLEMAZ SL.,información_pública,AAI
boa,"RESOLUCIÓN de 29 de noviembre de 2024, del Instituto Aragonés de Gestión Ambiental por la que se procede a la revisión de la Autorización Ambiental Integrada de la explotación ganadera cuyo titular es José Luis Pérez Lorás, con NIF XXX902XXX, con código ES501190000037 ubicada en el término municipal de Gelsa, provincia de Zaragoza. (Número de Expediente: INAGA 50020202202400672).",resolución,AAI
boa,"ANUNCIO del Instituto Aragonés de Gestión Ambiental, por el que, en el proceso de participación pública legalmente previsto, se inicia el trámite de información al público del estudio de impacto ambiental y el proyecto básico de Autorización Ambiental Integrada de la instalación de una planta de digestión anaerobia de residuos no peligrosos y producción de biometano en la parcela 88 del polígono 27, en el término municipal de San Esteban de la Litera (Huesca), promovido por la empresa Gia Enr Iv, SLU. (Número de Expediente: INAGA 500301/02/2024/511).",anuncio,AAI
bor,"Información pública de la revisión para su adaptación a las mejores técnicas disponibles de la instalación de litografía y barnizado sobre hojalata y aluminio en el término municipal de Calahorra, con Autorización Ambiental Integrada (IPPC 38 / AAI 13-2024 )",información_pública,AAI
bon,INFORMACIÓN PÚBLICA. Expediente de modificación sustancial de autorización ambiental integrada promovido por CEBAPOR SLU.,información_pública,AAI
docm,"Resolución de 11/12/2024, de la Dirección General de Calidad Ambiental, por la que se consideran no sustanciales a efectos de lo previsto en el texto refundido de la Ley de Prevención y Control Integrados de la Contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre, las modificaciones propuestas por la empresa Holcim España, SA, en la instalación de fabricación de producción de cemento, en el término municipal de Villaluenga de la Sagra (Toledo) y se modifica la Resolución de 13/02/2019, por la que se revisa la autorización ambiental integrada otorgada para dicha instalación (expediente: AAI-TO-031).",resolución,AAI
boa,"RESOLUCIÓN de 5 de diciembre de 2024, del Instituto Aragonés de Gestión Ambiental, por la que se modifica puntualmente la de 19 de noviembre de 2021, en la que se formuló la declaración de impacto ambiental y se otorgó la Autorización Ambiental Integrada para la ampliación de una explotación porcina de cebo hasta 4.243 plazas, equivalente a 509,16 UGM, con emplazamiento en partida ""P. Lobies"", polígono 5, parcelas 25 y 26, del término municipal de Santa Eulalia de Gállego (Zaragoza) y promovida por Miguel Ángel Alastuey Longarón. (Número de Expediente: INAGA 500305/02/2024/11090).",resolución,AAI
boca,"Dirección General de Transición Ecológica y Lucha contra el Cambio Climático.- Resolución de 24 de enero de 2025, por la que se aprueba el Programa de Inspección Ambiental para el año 2025 de las instalaciones sujetas a autorización ambiental integrada en la Comunidad Autónoma de Canarias, según el texto refundido de la Ley de prevención y control integrados de la contaminación, aprobado por Real Decreto Legislativo 1/2016, de 16 de diciembre.",resolución,AAI
